,price,bedRoom,bathroom,balcony,floor_type,agePossession,sector,type,built_up_area,servant room,pooja room,furnishing_type,luxury
2219,0.9,2.0,2.0,2,mid floor,Relatively New,sohna road,flat,1039.0,0,0,unfurnished,low
2220,0.6,2.0,2.0,3,mid floor,New Property,sector 95,flat,1250.0,0,0,unfurnished,low
2221,1.97,4.0,4.0,2,high floor,Relatively New,sector 109,flat,2104.0,1,1,unfurnished,normal
2222,1.35,3.0,3.0,0,low floor,New Property,sector 37,flat,1890.227,0,0,unfurnished,semi_luxrious
2223,0.75,2.0,2.0,3,high floor,Moderately Old,sector 37,flat,1410.039,0,0,unfurnished,semi_luxrious
2224,1.6,2.0,2.0,2,high floor,Relatively New,sector 61,flat,1380.0,1,0,unfurnished,semi_luxrious
2225,0.4,2.0,2.0,1,groundfloor,New Property,sohna road,flat,602.0,0,0,semifurnished,semi_luxrious
2226,0.99,2.0,2.0,2,mid floor,Relatively New,sohna road,flat,900.0,0,0,unfurnished,normal
2227,2.1,4.0,6.0,3+,mid floor,Relatively New,sector 106,flat,1884.0,1,0,unfurnished,semi_luxrious
2228,0.69,2.0,2.0,2,high floor,Moderately Old,sector 78,flat,1280.0,0,0,unfurnished,semi_luxrious
2229,1.0,2.0,2.0,2,low floor,New Property,sector 89,flat,1103.0,0,0,unfurnished,normal
2230,0.85,3.0,2.0,3,low floor,New Property,sector 36,flat,750.0,0,0,unfurnished,normal
2231,0.32,2.0,2.0,1,low floor,Relatively New,sohna road,flat,744.013,0,0,unfurnished,semi_luxrious
2232,0.7,2.0,2.0,3,low floor,Moderately Old,sector 108,flat,1548.0,0,0,semifurnished,low
2233,0.4,2.0,2.0,1,groundfloor,New Property,sohna road,flat,524.0,0,0,semifurnished,low
2234,1.42,3.0,3.0,2,low floor,New Property,sector 89,flat,1423.0,0,0,unfurnished,low
2235,0.38,2.0,2.0,2,mid floor,Relatively New,sector 95,flat,644.111776,0,0,unfurnished,semi_luxrious
2236,0.26,2.0,2.0,2,low floor,Relatively New,sohna road,flat,576.0,0,0,unfurnished,normal
2237,0.5,1.0,1.0,1,mid floor,New Property,sector 36,flat,500.0,0,0,unfurnished,low
2238,6.5,4.0,4.0,3+,groundfloor,Relatively New,sector 72,flat,3400.0,1,1,unfurnished,semi_luxrious
2239,1.9,3.0,4.0,2,high floor,New Property,sector 79,flat,2150.0,1,0,unfurnished,normal
2240,0.85,2.0,2.0,3,mid floor,New Property,sohna road,flat,730.0,0,0,unfurnished,semi_luxrious
2241,0.65,3.0,3.0,1,low floor,New Property,sector 12,flat,1050.0,0,0,semifurnished,normal
2242,0.26,2.0,2.0,2,low floor,Moderately Old,sohna road,flat,460.8,0,0,unfurnished,low
2243,0.35,2.0,2.0,2,high floor,New Property,sohna road,flat,460.8,0,0,unfurnished,normal
2244,1.05,3.0,3.0,3,low floor,New Property,sector 37,flat,1400.0,0,0,semifurnished,low
2245,0.9,3.0,3.0,3,mid floor,Moderately Old,sector 37,flat,1537.148,0,0,semifurnished,semi_luxrious
2246,8.5,4.0,4.0,0,high floor,Relatively New,sector 63,flat,3949.998,0,0,unfurnished,semi_luxrious
2247,0.75,2.0,2.0,2,high floor,Under Construction,sector 76,flat,588.0,0,0,unfurnished,normal
2248,0.79,4.0,4.0,2,mid floor,Relatively New,sector 37,flat,1764.969,0,0,unfurnished,normal
2249,1.5,3.0,3.0,3,low floor,New Property,sector 89,flat,1750.0,0,0,unfurnished,normal
2250,1.75,4.0,5.0,3+,low floor,New Property,sector 104,flat,2324.0,1,0,unfurnished,semi_luxrious
2251,1.9,3.0,4.0,3,high floor,Under Construction,sector 79,flat,1720.0,0,0,unfurnished,semi_luxrious
2252,1.45,3.0,2.0,3,low floor,New Property,sector 33,flat,1336.8000000000002,0,0,unfurnished,normal
2253,4.02,3.0,3.0,1,low floor,Under Construction,sector 59,flat,2295.0,0,0,unfurnished,normal
2254,0.5,2.0,2.0,3,low floor,Relatively New,sector 92,flat,999.0,0,0,unfurnished,low
2255,3.98,3.0,4.0,3+,low floor,Moderately Old,sector 66,flat,1760.0,1,0,semifurnished,luxrious
2256,0.55,2.0,2.0,3,low floor,New Property,sohna road,flat,745.0,0,0,unfurnished,semi_luxrious
2257,1.47,2.0,2.0,3,mid floor,New Property,sector 79,flat,84.01,0,0,unfurnished,semi_luxrious
2258,0.7,2.0,2.0,2,mid floor,Relatively New,sector 111,flat,696.0,0,0,unfurnished,semi_luxrious
2259,2.6,2.0,2.0,2,mid floor,New Property,sohna road,flat,554.1255719999999,0,0,unfurnished,normal
2260,1.1,2.0,2.0,2,low floor,New Property,sector 89,flat,1103.0,0,0,unfurnished,semi_luxrious
2261,2.2,2.0,2.0,2,high floor,New Property,sector 36,flat,1183.2,0,0,unfurnished,low
2262,0.55,3.0,2.0,2,high floor,New Property,sector 95,flat,745.0,0,0,furnished,normal
2263,0.55,3.0,2.0,2,high floor,New Property,sector 95,flat,645.0,0,0,semifurnished,semi_luxrious
2264,1.16,3.0,3.0,2,low floor,New Property,sector 89,flat,1423.0,0,0,unfurnished,semi_luxrious
2265,1.1,2.0,2.0,3,high floor,New Property,sector 68,flat,1245.0,0,0,unfurnished,semi_luxrious
2266,1.2,2.0,2.0,0,high floor,Under Construction,sector 33,flat,76.44,0,0,unfurnished,normal
2267,2.25,4.0,4.0,2,mid floor,Old Property,sector 45,flat,2875.0,1,0,furnished,low
2268,3.35,3.0,4.0,3+,mid floor,New Property,sector 76,flat,1900.0,1,0,furnished,luxrious
2269,2.69,3.0,4.0,3+,low floor,New Property,sector 79,flat,1720.0,1,0,unfurnished,normal
2270,0.8,2.0,2.0,0,low floor,Relatively New,sector 86,flat,1360.082,0,0,unfurnished,low
2271,0.35,2.0,2.0,0,mid floor,New Property,sector 95,flat,636.943,0,0,unfurnished,low
2272,0.6,2.0,2.0,1,groundfloor,Under Construction,sector 81,flat,720.0,0,0,unfurnished,low
2273,0.46,2.0,2.0,2,mid floor,Relatively New,sohna road,flat,710.0,0,0,furnished,normal
2274,2.5,3.0,4.0,3+,high floor,New Property,sector 102,flat,1719.2,1,0,semifurnished,normal
2275,0.6,2.0,2.0,1,groundfloor,Relatively New,sector 81,flat,900.0,0,0,unfurnished,normal
2276,1.0,2.0,2.0,2,high floor,New Property,sector 68,flat,1225.0,1,0,unfurnished,semi_luxrious
2277,0.93,2.0,2.0,2,mid floor,Under Construction,sohna road,flat,875.0,0,0,unfurnished,normal
2278,2.54,3.0,3.0,3,low floor,New Property,sector 61,flat,1640.0,0,0,unfurnished,low
2279,1.5,3.0,2.0,3+,low floor,Moderately Old,sector 57,flat,246.0,0,0,unfurnished,semi_luxrious
2280,0.7,2.0,2.0,3,mid floor,New Property,sector 90,flat,1081.6,0,0,unfurnished,semi_luxrious
2281,2.78,3.0,3.0,3,high floor,Relatively New,sector 65,flat,1462.4,0,0,unfurnished,normal
2282,0.25,2.0,2.0,0,groundfloor,Relatively New,sohna road,flat,480.954,0,0,unfurnished,normal
2283,0.9,4.0,5.0,3+,low floor,Relatively New,sector 92,flat,1596.0,1,0,unfurnished,low
2284,0.96,3.0,4.0,3,low floor,New Property,sector 90,flat,1500.0,1,0,unfurnished,semi_luxrious
2285,1.2,3.0,2.0,1,mid floor,Under Construction,sector 37,flat,1850.0,1,0,unfurnished,normal
2286,0.64,2.0,2.0,1,low floor,Moderately Old,Carterpuri Village,flat,850.0,0,0,semifurnished,normal
2287,0.9,2.0,2.0,3+,mid floor,Relatively New,sector 107,flat,1092.8,0,0,semifurnished,normal
2288,0.45,1.0,1.0,2,mid floor,Relatively New,sector 102,flat,750.0,0,0,unfurnished,low
2289,0.36,2.0,2.0,0,high floor,Relatively New,sector 11,flat,699.029,0,0,unfurnished,low
2290,5.9,4.0,4.0,3+,groundfloor,Moderately Old,sector 2,flat,5350.018,0,0,unfurnished,semi_luxrious
2291,0.32,2.0,1.0,0,groundfloor,Relatively New,sohna road,flat,476.049,0,0,unfurnished,low
2292,1.2,3.0,3.0,3,mid floor,Relatively New,sector 37,flat,1456.0,0,0,unfurnished,low
2293,0.56,2.0,2.0,3,high floor,New Property,sector 95,flat,792.0,0,0,unfurnished,low
2294,1.4,3.0,3.0,3,low floor,New Property,sector 79,flat,1490.0,0,0,semifurnished,luxrious
2295,1.25,2.0,2.0,2,low floor,Old Property,sector 31,flat,1080.0,0,0,unfurnished,low
2296,1.5,2.0,2.0,3+,low floor,New Property,sector 33,flat,1385.0,0,0,unfurnished,semi_luxrious
2297,2.22,3.0,2.0,3,low floor,Relatively New,sector 68,flat,1240.0,0,0,unfurnished,normal
2298,1.5,4.0,4.0,3+,mid floor,Old Property,gwal pahari,flat,1812.0,1,0,unfurnished,luxrious
2299,1.85,3.0,4.0,3,high floor,New Property,sector 79,flat,1452.0,1,1,unfurnished,normal
2300,1.6,2.0,2.0,2,low floor,Under Construction,sector 61,flat,1150.0,0,0,unfurnished,low
2301,2.15,3.0,4.0,3+,high floor,Relatively New,sector 108,flat,4000.0,0,0,unfurnished,low
2302,0.3,2.0,2.0,2,low floor,Relatively New,sohna road,flat,567.0,0,0,furnished,luxrious
2303,0.74,3.0,3.0,2,groundfloor,Relatively New,shanti nagar,flat,1225.0,0,0,unfurnished,semi_luxrious
2304,3.2,4.0,3.0,3,mid floor,Old Property,sushant lok,flat,2000.0,0,0,unfurnished,normal
2305,1.32,2.0,2.0,2,mid floor,New Property,sector 68,flat,1458.564,0,0,unfurnished,low
2306,3.0,3.0,3.0,3,low floor,New Property,sector 63,flat,1800.0,0,0,unfurnished,low
2307,1.2,3.0,3.0,2,low floor,New Property,sector 89,flat,1423.15,0,0,unfurnished,normal
2308,1.39,3.0,2.0,3+,high floor,New Property,sector 33,flat,1200.0,0,0,unfurnished,semi_luxrious
2309,3.0,3.0,3.0,3,high floor,Under Construction,sector 65,flat,1462.4,0,0,unfurnished,semi_luxrious
2310,1.5,3.0,3.0,3,mid floor,Relatively New,sector 89,flat,1700.0,1,0,unfurnished,semi_luxrious
2311,2.0,4.0,4.0,2,low floor,Under Construction,sector 56,flat,1840.0,0,0,unfurnished,low
2312,2.75,4.0,5.0,3+,mid floor,Old Property,sector 14,flat,2200.0,1,0,furnished,luxrious
2313,0.36,1.0,1.0,1,mid floor,Relatively New,sector 111,flat,405.0,0,0,unfurnished,normal
2314,0.21,1.0,1.0,1,low floor,Relatively New,sector 4,flat,450.0,0,0,unfurnished,low
2315,0.26,1.0,1.0,2,groundfloor,Relatively New,sector 104,flat,333.034,0,0,unfurnished,semi_luxrious
2316,1.8,3.0,4.0,3+,low floor,Relatively New,sector 107,flat,1384.0,1,0,unfurnished,luxrious
2317,4.1,3.0,4.0,3,high floor,New Property,sector 36,flat,2538.0,0,0,furnished,normal
2318,1.3,2.0,2.0,3,low floor,New Property,sector 79,flat,1257.6,0,0,unfurnished,normal
2319,0.45,2.0,2.0,2,high floor,New Property,sector 95,flat,595.0,0,0,unfurnished,low
2320,0.6,3.0,2.0,2,mid floor,Relatively New,sector 107,flat,650.0,0,0,unfurnished,normal
2321,0.4,2.0,2.0,1,mid floor,Relatively New,sector 107,flat,602.0,0,0,semifurnished,normal
2322,1.99,2.0,2.0,2,mid floor,New Property,sector 22,flat,1280.0,1,1,unfurnished,low
2323,1.99,2.0,2.0,2,mid floor,New Property,sector 22,flat,1280.0,0,0,unfurnished,normal
2324,0.28,2.0,2.0,1,low floor,Relatively New,sector 5,flat,480.0,0,0,unfurnished,normal
2325,0.74,2.0,2.0,3+,high floor,Relatively New,sohna road,flat,1230.0,0,0,unfurnished,semi_luxrious
2326,1.28,3.0,3.0,2,low floor,New Property,sector 89,flat,1450.0,0,0,unfurnished,luxrious
2327,1.6,2.0,2.0,2,low floor,New Property,sector 61,flat,1150.0,0,0,unfurnished,low
2328,0.97,2.0,2.0,2,low floor,New Property,sector 89,flat,1234.0,0,0,unfurnished,low
2329,0.86,2.0,2.0,2,high floor,New Property,sector 77,flat,1073.6,0,0,semifurnished,semi_luxrious
2330,1.25,2.0,2.0,2,high floor,New Property,sector 70,flat,1262.0,0,0,unfurnished,normal
2331,0.6,2.0,2.0,0,mid floor,Moderately Old,faridabad road,flat,929.944,0,0,unfurnished,low
2332,3.23,3.0,3.0,3,low floor,New Property,sector 63,flat,1200.0,1,0,unfurnished,normal
2333,0.25,1.0,1.0,0,groundfloor,Relatively New,sector 107,flat,317.985,0,0,unfurnished,normal
2334,1.1,2.0,2.0,3+,mid floor,New Property,sector 70,flat,1160.0,0,0,unfurnished,semi_luxrious
2335,0.48,2.0,2.0,1,mid floor,Relatively New,sector 81,flat,657.0,0,0,semifurnished,semi_luxrious
2336,1.8,2.0,2.0,3,high floor,New Property,sector 65,flat,1310.0,0,0,unfurnished,semi_luxrious
2337,7.9,4.0,4.0,3+,high floor,Relatively New,sector 63,flat,2900.0,0,0,unfurnished,semi_luxrious
2338,0.95,2.0,2.0,3+,high floor,Relatively New,sector 37,flat,1030.0,0,1,semifurnished,luxrious
2339,0.36,2.0,2.0,2,mid floor,New Property,sector 95,flat,645.0,0,0,unfurnished,semi_luxrious
2340,0.24,1.0,1.0,1,mid floor,New Property,sector 36,flat,412.0,0,0,unfurnished,normal
2341,0.45,2.0,2.0,2,mid floor,Relatively New,sohna road,flat,710.0,0,0,furnished,normal
2342,0.65,2.0,2.0,3,groundfloor,New Property,sector 37,flat,650.0,0,0,unfurnished,normal
2343,2.01,2.0,2.0,3,mid floor,New Property,sector 65,flat,1516.0,0,0,unfurnished,normal
2344,1.0,2.0,2.0,2,low floor,Under Construction,sector 89,flat,1107.0,0,0,unfurnished,normal
2345,0.9,3.0,2.0,2,low floor,Moderately Old,sector 5,flat,800.0,0,0,unfurnished,low
2346,6.02,3.0,3.0,3,high floor,Relatively New,sector 53,flat,2892.006,0,0,unfurnished,semi_luxrious
2347,0.9,2.0,2.0,2,low floor,New Property,sector 89,flat,1104.972,0,0,unfurnished,normal
2348,3.5,3.0,4.0,3,mid floor,New Property,sector 76,flat,1762.0,0,0,unfurnished,low
2349,1.3,2.0,2.0,3,high floor,Relatively New,sector 85,flat,894.0,0,0,unfurnished,luxrious
2350,0.5,2.0,2.0,2,mid floor,Old Property,sector 86,flat,515.5908099999999,0,0,unfurnished,low
2351,0.35,2.0,2.0,2,high floor,New Property,sohna road,flat,554.1255719999999,0,0,unfurnished,low
2352,0.25,1.0,1.0,1,high floor,Relatively New,sohna road,flat,600.096,0,0,unfurnished,normal
2353,0.5,2.0,2.0,0,mid floor,Under Construction,sector 1,flat,1299.714,0,0,unfurnished,low
2354,0.27,1.0,1.0,1,high floor,Relatively New,sector 84,flat,339.0,0,0,furnished,normal
2355,1.7,3.0,2.0,3,mid floor,Old Property,sector 56,flat,1600.0,0,0,unfurnished,semi_luxrious
2356,1.16,3.0,2.0,3,low floor,New Property,sector 89,flat,882.4000000000001,0,0,unfurnished,normal
2357,1.01,2.0,2.0,3+,high floor,New Property,sector 107,flat,1092.8,0,0,unfurnished,semi_luxrious
2358,1.75,5.0,5.0,2,low floor,Old Property,sector 14,flat,2300.0,0,1,furnished,normal
2359,0.5,2.0,2.0,2,high floor,New Property,sector 107,flat,560.0,0,0,unfurnished,low
2360,0.82,3.0,2.0,3,low floor,New Property,sector 36,flat,1081.0,0,0,unfurnished,low
2361,1.1,3.0,4.0,3,mid floor,Moderately Old,sector 85,flat,1300.0,1,0,furnished,semi_luxrious
2362,0.65,1.0,1.0,2,low floor,Old Property,sector 47,flat,539.0,0,0,unfurnished,normal
2363,1.58,2.0,2.0,2,low floor,New Property,sector 61,flat,1150.0,0,0,unfurnished,low
2364,0.85,2.0,2.0,1,low floor,Old Property,sector 30,flat,661.0,0,0,semifurnished,normal
2365,1.25,2.0,2.0,3,low floor,Relatively New,sector 79,flat,1383.049,0,0,unfurnished,low
2366,0.72,3.0,2.0,3,low floor,Under Construction,sector 36,flat,864.8000000000001,0,0,unfurnished,low
2367,0.87,1.0,1.0,1,low floor,Relatively New,sector 49,flat,450.0,0,0,unfurnished,low
2368,1.7,3.0,4.0,3+,mid floor,New Property,sector 79,flat,1121.0,1,0,unfurnished,semi_luxrious
2369,2.35,4.0,4.0,3+,mid floor,Moderately Old,sector 70,flat,2400.0,1,0,semifurnished,semi_luxrious
2370,0.5,3.0,2.0,2,low floor,Relatively New,sector 88,flat,597.0,0,0,unfurnished,low
2371,1.41,2.0,2.0,3,low floor,New Property,sector 79,flat,1572.0,0,0,unfurnished,semi_luxrious
2372,0.99,3.0,2.0,3,low floor,New Property,sector 92,flat,1495.0,0,0,unfurnished,normal
2373,3.25,4.0,5.0,3+,high floor,Relatively New,sector 69,flat,2572.8,0,1,unfurnished,low
2374,3.5,3.0,3.0,3,low floor,Under Construction,sector 63,flat,1350.0,0,0,unfurnished,normal
2375,2.5,4.0,5.0,3,low floor,Moderately Old,sector 48,flat,1950.0,0,0,semifurnished,normal
2376,0.5,2.0,2.0,1,mid floor,Under Construction,sector 76,flat,760.0,0,0,unfurnished,semi_luxrious
2377,2.25,3.0,3.0,2,low floor,New Property,sector 61,flat,1549.0,0,0,unfurnished,low
2378,1.4,5.0,4.0,2,low floor,Moderately Old,sector 21,flat,1920.0,0,0,unfurnished,low
2379,0.9,3.0,3.0,2,high floor,Relatively New,sector 85,flat,1485.0,0,0,unfurnished,luxrious
2380,0.36,2.0,2.0,1,low floor,New Property,sohna road,flat,450.0,0,0,unfurnished,normal
2381,0.65,1.0,1.0,1,groundfloor,Moderately Old,sector 56,flat,755.0,0,0,unfurnished,luxrious
2382,1.3,2.0,2.0,2,mid floor,Relatively New,sector 79,flat,1176.0,0,0,semifurnished,luxrious
2383,0.67,2.0,2.0,1,mid floor,Relatively New,sector 86,flat,1088.0,0,0,unfurnished,luxrious
2384,0.25,1.0,1.0,1,low floor,Relatively New,sohna road,flat,414.0,0,0,unfurnished,normal
2385,0.58,1.0,1.0,1,low floor,Old Property,sector 56,flat,605.0,0,0,unfurnished,semi_luxrious
2386,0.26,1.0,1.0,1,low floor,Relatively New,sector 5,flat,583.0,0,0,unfurnished,low
2387,0.6,3.0,2.0,2,low floor,New Property,sector 86,flat,750.0,0,0,unfurnished,low
2388,0.5,2.0,2.0,1,low floor,Relatively New,sector 86,flat,601.0,0,0,unfurnished,normal
2389,1.35,3.0,2.0,3+,mid floor,New Property,sector 33,flat,1312.0,0,1,unfurnished,normal
2390,1.13,3.0,3.0,2,low floor,Relatively New,sector 70,flat,1288.0,0,0,unfurnished,normal
2391,1.6,4.0,1.0,0,groundfloor,New Property,sector 109,flat,3008.084,0,0,unfurnished,low
2392,0.65,2.0,2.0,2,high floor,New Property,sector 89,flat,1251.0,0,0,unfurnished,normal
2393,0.32,2.0,2.0,2,high floor,Relatively New,sohna road,flat,554.0,0,0,semifurnished,low
2394,0.8,2.0,2.0,0,mid floor,Relatively New,sector 103,flat,1450.063,0,0,unfurnished,semi_luxrious
2395,5.5,4.0,5.0,3+,mid floor,Moderately Old,sector 28,flat,3011.2000000000003,1,0,semifurnished,low
2396,0.95,2.0,2.0,0,high floor,Under Construction,sector 37,flat,1665.79,1,0,unfurnished,semi_luxrious
2397,1.2,2.0,2.0,1,mid floor,Relatively New,sector 84,flat,1016.0,0,0,unfurnished,low
2398,1.55,2.0,2.0,1,low floor,Under Construction,sector 61,flat,920.0,0,0,unfurnished,normal
2399,6.0,4.0,5.0,3,low floor,Old Property,sushant lok,flat,3805.899,0,0,unfurnished,low
2400,0.3,2.0,2.0,2,low floor,Relatively New,sohna road,flat,621.0,0,0,unfurnished,low
2401,1.92,3.0,3.0,2,low floor,New Property,sector 76,flat,940.0,0,0,unfurnished,semi_luxrious
2402,1.82,3.0,2.0,2,low floor,Relatively New,sector 106,flat,952.0,0,0,unfurnished,low
2403,0.5,2.0,2.0,1,low floor,Relatively New,sector 89,flat,644.0,0,0,furnished,semi_luxrious
2404,0.25,1.0,1.0,1,mid floor,New Property,sector 89,flat,500.0,0,0,unfurnished,semi_luxrious
2405,1.07,4.0,3.0,3,mid floor,Under Construction,sector 92,flat,2039.649,1,0,unfurnished,semi_luxrious
2406,0.8,2.0,3.0,2,groundfloor,Relatively New,sector 90,flat,1350.211,0,0,unfurnished,semi_luxrious
2407,0.62,1.0,1.0,0,mid floor,Relatively New,sector 82,flat,650.031,0,0,unfurnished,low
2408,1.25,2.0,2.0,3,high floor,New Property,sector 33,flat,1000.0,0,0,unfurnished,normal
2409,0.88,2.0,2.0,0,low floor,New Property,sector 89,flat,1103.033,0,0,unfurnished,normal
2410,0.8,2.0,2.0,3,mid floor,Relatively New,sector 82,flat,1245.0,0,0,unfurnished,low
2411,1.1,2.0,2.0,2,high floor,New Property,sector 33,flat,1380.0,0,0,unfurnished,normal
2412,0.85,3.0,2.0,2,high floor,Relatively New,sector 92,flat,1260.941,0,0,unfurnished,low
2413,5.0,5.0,7.0,3+,low floor,Moderately Old,sector 52,flat,5200.0,1,1,unfurnished,semi_luxrious
2414,1.45,3.0,3.0,3,high floor,Relatively New,sector 88,flat,1794.0,0,0,unfurnished,normal
2415,1.25,3.0,3.0,3,low floor,New Property,sector 89,flat,1138.4,0,1,unfurnished,low
2416,0.48,3.0,2.0,2,low floor,Moderately Old,sector 6,flat,100.0,0,0,unfurnished,normal
2417,2.0,3.0,3.0,3,high floor,New Property,sector 67,flat,1400.0,0,0,unfurnished,normal
2418,0.55,1.0,1.0,0,mid floor,Relatively New,sector 37,flat,669.018,0,0,unfurnished,low
2419,0.32,2.0,2.0,1,mid floor,New Property,sohna road,flat,580.0,0,0,unfurnished,normal
2420,0.82,2.0,2.0,1,high floor,New Property,sector 86,flat,1000.0,0,0,unfurnished,normal
2421,0.4,2.0,2.0,1,high floor,Relatively New,sector 104,flat,455.2000000000001,0,0,unfurnished,normal
2422,1.15,2.0,2.0,2,high floor,New Property,sector 33,flat,92.44,0,0,unfurnished,normal
2423,0.95,3.0,2.0,3+,mid floor,New Property,sector 84,flat,1080.0,0,0,semifurnished,semi_luxrious
2424,5.0,5.0,5.0,3+,low floor,Moderately Old,sector 52,flat,5200.208,0,0,unfurnished,low
2425,0.75,3.0,2.0,2,high floor,Relatively New,sector 92,flat,1261.0,0,0,unfurnished,low
2426,1.3,2.0,2.0,2,high floor,New Property,sector 85,flat,1312.0,0,0,unfurnished,semi_luxrious
2427,1.5,3.0,3.0,3,low floor,New Property,sector 84,flat,1700.0,1,0,unfurnished,semi_luxrious
2428,1.25,3.0,3.0,3,high floor,Relatively New,sector 92,flat,2050.0,1,0,unfurnished,normal
2429,0.65,2.0,1.0,2,low floor,New Property,sohna road,flat,822.0,0,0,unfurnished,semi_luxrious
2430,0.9,2.0,2.0,3,mid floor,New Property,sector 10,flat,960.0,0,0,unfurnished,normal
2431,0.92,2.0,2.0,3,low floor,New Property,sector 88,flat,1120.0,0,0,unfurnished,low
2432,1.3,4.0,4.0,0,mid floor,Relatively New,sector 92,flat,2039.856,0,0,unfurnished,low
2433,3.0,3.0,3.0,3+,high floor,Relatively New,sector 63,flat,1500.0,1,0,semifurnished,low
2434,0.68,2.0,2.0,2,low floor,New Property,sohna road,flat,824.0,0,0,unfurnished,luxrious
2435,0.55,2.0,2.0,0,mid floor,Relatively New,samaspur,flat,1050.0,0,0,unfurnished,normal
2436,1.33,3.0,3.0,3,low floor,New Property,sector 89,flat,783.0,0,0,unfurnished,luxrious
2437,0.8,2.0,2.0,3+,high floor,New Property,sector 107,flat,1092.8,0,0,unfurnished,semi_luxrious
2438,1.55,3.0,2.0,3,mid floor,Moderately Old,sector 89,flat,1240.0,0,0,semifurnished,luxrious
2439,0.35,2.0,2.0,1,low floor,Relatively New,sector 99,flat,545.0,0,0,unfurnished,semi_luxrious
2440,1.85,3.0,3.0,3+,groundfloor,Moderately Old,sector 50,flat,1662.025,0,0,unfurnished,normal
2441,0.49,2.0,2.0,2,low floor,Relatively New,sector 92,flat,998.0,0,0,unfurnished,semi_luxrious
2442,1.85,3.0,2.0,3,low floor,Moderately Old,iffco chowk,flat,1248.0,1,0,unfurnished,semi_luxrious
2443,2.3,3.0,4.0,3+,mid floor,New Property,sector 109,flat,2068.0,1,0,unfurnished,semi_luxrious
2444,1.5,2.0,2.0,2,mid floor,Relatively New,sector 67,flat,1350.0,0,0,semifurnished,normal
2445,1.25,2.0,2.0,3+,high floor,Under Construction,sector 33,flat,1385.0,0,0,unfurnished,normal
2446,1.0,2.0,2.0,2,low floor,New Property,sector 77,flat,1340.0,0,0,unfurnished,semi_luxrious
2447,1.6,3.0,3.0,3,mid floor,New Property,sector 89,flat,1568.0,0,0,unfurnished,semi_luxrious
2448,1.1,4.0,3.0,3,mid floor,Relatively New,sector 95,flat,2542.0,1,0,unfurnished,low
2449,1.7,3.0,4.0,2,low floor,Relatively New,sector 92,flat,1304.0,0,0,unfurnished,semi_luxrious
2450,1.46,4.0,6.0,3+,mid floor,New Property,sector 76,flat,2120.0,1,0,unfurnished,semi_luxrious
2451,1.65,2.0,2.0,2,low floor,Relatively New,sector 63,flat,864.8000000000001,0,0,unfurnished,low
2452,2.65,3.0,3.0,3+,mid floor,New Property,sector 88,flat,124.0,0,0,unfurnished,semi_luxrious
