society,price,price_persqft,bedRoom,bathroom,balcony,floorNum,agePossession,sector,type,built_up_area,study room,servant room,store room,pooja room,others,furnishing_type,luxury_score
godrej nature plus,1.2,13369.0,2.0,2.0,0,11.0,Under Construction,sector 33,flat,76.44,0,0,0,0,0,2,56
antriksh green,2.25,7826.0,4.0,4.0,2,9.0,Old Property,sector 45,flat,2875.0,0,1,0,0,0,1,23
whiteland the aspen,3.35,17615.0,3.0,4.0,3+,5.0,New Property,sector 76,flat,1900.0,0,1,0,0,0,1,151
bestech altura,2.69,12500.0,3.0,4.0,3+,3.0,New Property,sector 79,flat,1720.0,0,1,0,0,0,2,49
ansal height 86,0.8,5882.0,2.0,2.0,0,1.0,Relatively New,sector 86,flat,1360.082,0,0,0,0,0,2,0
ramsons kshitij,0.35,5495.0,2.0,2.0,0,5.0,New Property,sector 95,flat,636.943,0,0,0,0,0,2,0
vipul lavanya,0.6,6666.0,2.0,2.0,1,0.0,Under Construction,sector 81,flat,720.0,0,0,0,0,0,2,0
breez global heights,0.46,6478.0,2.0,2.0,2,6.0,Relatively New,sohna road,flat,710.0,0,0,0,0,0,1,49
conscient heritage max,2.5,11633.0,3.0,4.0,3+,25.0,New Property,sector 102,flat,1719.2,1,1,0,0,0,0,56
vipul lavanya,0.6,6666.0,2.0,2.0,1,0.0,Relatively New,sector 81,flat,900.0,0,0,0,0,0,2,49
pareena mi casa,1.0,8163.0,2.0,2.0,2,16.0,New Property,sector 68,flat,1225.0,0,1,0,0,0,2,65
ashiana anmol,0.93,7294.0,2.0,2.0,2,9.0,Under Construction,sohna road,flat,875.0,0,0,0,0,1,2,31
smart world orchard,2.54,15500.0,3.0,3.0,3,2.0,New Property,sector 61,flat,1640.0,0,0,1,0,0,2,16
ansal sushant residency,1.5,6775.0,3.0,2.0,3+,1.0,Moderately Old,sector 57,flat,246.0,0,0,0,0,0,2,87
shree vardhman flora,0.7,5177.0,2.0,2.0,3,9.0,New Property,sector 90,flat,1081.6000000000001,1,0,0,0,0,2,97
m3m heights,2.78,15200.0,3.0,3.0,3,44.0,Relatively New,sector 65,flat,1462.4,0,0,0,0,0,2,56
mvn athens,0.25,5198.0,2.0,2.0,0,0.0,Relatively New,sohna road,flat,480.954,0,0,0,0,0,2,37
sare crescent parc,0.9,4260.0,4.0,5.0,3+,3.0,Relatively New,sector 92,flat,1596.0,0,1,0,0,0,2,0
shree vardhman flora,0.96,5120.0,3.0,4.0,3,3.0,New Property,sector 90,flat,1500.0,0,1,0,0,0,2,106
ramprastha skyz,1.2,6000.0,3.0,2.0,1,9.0,Under Construction,sector 37d,flat,1850.0,0,1,0,0,1,2,53
ashray apartment,0.64,7529.0,2.0,2.0,1,3.0,Moderately Old,carterpuri village,flat,850.0,0,0,0,0,0,0,42
m3m woodshire,0.9,6590.0,2.0,2.0,3+,10.0,Relatively New,sector 107,flat,1092.8,0,0,0,0,1,0,49
rof aalayas,0.45,6000.0,1.0,1.0,2,6.0,Relatively New,sector 102,flat,750.0,0,0,0,0,0,2,0
global hill view,0.36,5150.0,2.0,2.0,0,15.0,Relatively New,sector 11,flat,699.029,0,0,0,0,0,2,0
paras quartier,5.9,11028.0,4.0,4.0,3+,0.0,Moderately Old,sector 2,flat,5350.018,0,0,0,0,0,2,63
gls arawali homes,0.32,6722.0,2.0,1.0,0,0.0,Relatively New,sohna road,flat,476.049,0,0,0,0,0,2,0
ild grand,1.2,6593.0,3.0,3.0,3,7.0,Relatively New,sector 37c,flat,1456.0,0,0,0,0,0,2,24
sidhartha ncr greens,0.56,5656.0,2.0,2.0,3,13.0,New Property,sector 95,flat,792.0,0,0,0,0,0,2,8
mapsko mount ville,1.4,9395.0,3.0,3.0,3,2.0,New Property,sector 79,flat,1490.0,0,0,0,0,0,0,112
cghs hewo apartments,1.25,11574.0,2.0,2.0,2,2.0,Old Property,sector 31,flat,1080.0,0,0,0,0,0,2,28
godrej nature plus,1.5,10200.0,2.0,2.0,3+,2.0,New Property,sector 33,flat,1385.0,0,0,0,0,0,2,87
m3m the marina,2.22,14322.0,3.0,2.0,3,4.0,Relatively New,sector 68,flat,1240.0,0,0,0,0,0,2,44
valley view estate,1.5,8278.0,4.0,4.0,3+,9.0,Old Property,gwal pahari,flat,1812.0,1,1,0,0,1,2,135
mapsko mount ville,1.85,9641.0,3.0,4.0,3,21.0,New Property,sector 79,flat,1452.0,0,1,0,1,0,2,49
smart world orchard,1.6,13913.0,2.0,2.0,2,4.0,Under Construction,sector 61,flat,1150.0,0,0,0,0,0,2,16
raheja vedas,2.15,4134.0,3.0,4.0,3+,12.0,Relatively New,sector 108,flat,4000.0,1,0,0,0,0,2,0
gls arawali homes,0.3,6243.0,2.0,2.0,2,4.0,Relatively New,sohna road,flat,567.0,0,0,0,0,0,1,120
ganga apartment,0.74,6040.0,3.0,3.0,2,0.0,Relatively New,shanti nagar,flat,1225.0,0,0,0,0,0,2,62
surbhi apartment,3.2,12264.0,4.0,3.0,3,6.0,Old Property,sushant lok,flat,2000.0,0,0,0,0,0,2,44
espire south,1.32,9050.0,2.0,2.0,2,9.0,New Property,sector 68,flat,1458.564,0,0,0,0,0,2,0
adani brahma samsara vilasa,3.0,16666.0,3.0,3.0,3,3.0,New Property,sector 63,flat,1800.0,0,0,0,0,0,2,24
smart world gems,1.2,8432.0,3.0,3.0,2,3.0,New Property,sector 89,flat,1423.15,1,0,0,0,1,2,37
godrej nature plus serenity,1.39,11583.0,3.0,2.0,3+,23.0,New Property,sector 33,flat,1200.0,0,0,0,0,0,2,105
m3m skycity,3.0,16411.0,3.0,3.0,3,17.0,Under Construction,sector 65,flat,1462.4,0,0,0,0,0,2,99
nbcc heights,1.5,7058.0,3.0,3.0,3,8.0,Relatively New,sector 89,flat,1700.0,1,1,0,0,0,2,105
the castle society,2.0,8695.0,4.0,4.0,2,4.0,Under Construction,sector 56,flat,1840.0,0,0,0,0,0,2,0
essel towers,2.75,12500.0,4.0,5.0,3+,8.0,Old Property,sector 14,flat,2200.0,1,1,0,0,0,1,128
lotus homz,0.36,8888.0,1.0,1.0,1,10.0,Relatively New,sector 111,flat,405.0,0,0,0,0,0,2,44
shreeram apartment ii,0.21,4666.0,1.0,1.0,1,2.0,Relatively New,sector 4,flat,450.0,0,0,0,0,0,2,7
zara aavaas,0.26,7807.0,1.0,1.0,2,0.0,Relatively New,sector 104,flat,333.034,0,0,0,0,0,2,91
m3m woodshire,1.8,7623.0,3.0,4.0,3+,2.0,Relatively New,sector 107,flat,1384.0,0,1,0,0,0,2,129
krisumi waterfall residences,4.1,15500.0,3.0,4.0,3,30.0,New Property,sector 36a,flat,2538.0,1,0,0,0,0,1,49
godrej,1.3,8269.0,2.0,2.0,3,3.0,New Property,sector 79,flat,1257.6000000000001,1,0,0,0,0,2,49
the roselia 2,0.45,6475.0,2.0,2.0,2,19.0,New Property,sector 95,flat,595.0,0,0,0,0,0,2,0
signature global solera,0.6,8000.0,3.0,2.0,2,8.0,Relatively New,sector 107,flat,650.0,0,0,0,0,0,2,55
signature global solera,0.4,6644.0,2.0,2.0,1,7.0,Relatively New,sector 107,flat,602.0,0,0,0,0,0,0,55
ambience creacions,1.99,14420.0,2.0,2.0,2,9.0,New Property,sector 22,flat,1280.0,1,1,0,1,0,2,20
ambience creacions,1.99,15546.0,2.0,2.0,2,9.0,New Property,sector 22,flat,1280.0,0,0,0,0,0,2,49
mvn athens sohna gurgaon,0.28,5833.0,2.0,2.0,1,2.0,Relatively New,5 sohna road,flat,480.0,0,0,0,0,0,2,42
ashiana mulberry,0.74,6016.0,2.0,2.0,3+,12.0,Relatively New,sohna road,flat,1230.0,0,0,0,0,0,2,71
m3m soulitude,1.28,8827.0,3.0,3.0,2,4.0,New Property,sector 89,flat,1450.0,1,0,0,0,0,2,114
smart world orchard,1.6,13913.0,2.0,2.0,2,4.0,New Property,sector 61,flat,1150.0,1,0,0,0,1,2,29
ace palm floors,0.97,7863.0,2.0,2.0,2,1.0,New Property,sector 89,flat,1234.0,1,0,0,0,0,2,28
umang winter hills,0.86,6408.0,2.0,2.0,2,16.0,New Property,sector 77,flat,1073.6000000000001,0,0,0,0,0,0,79
aipl zen residences,1.25,9904.0,2.0,2.0,2,19.0,New Property,sector 70a,flat,1262.0,0,0,0,0,0,2,42
ansal valley view estate,0.6,6452.0,2.0,2.0,0,9.0,Moderately Old,faridabad road,flat,929.944,0,0,0,0,0,2,0
birla navya,3.23,26875.0,3.0,3.0,3,4.0,New Property,sector 63a,flat,1200.0,0,1,0,0,0,2,52
signature global solera,0.25,7862.0,1.0,1.0,0,0.0,Relatively New,sector 107,flat,317.985,0,0,0,0,0,2,55
capital residences 360,1.1,7586.0,2.0,2.0,3+,8.0,New Property,sector 70a,flat,1160.0,0,0,0,0,0,2,60
signature global synera,0.48,8450.0,2.0,2.0,1,7.0,Relatively New,sector 81,flat,657.0,0,0,0,0,0,0,70
m3m skycity,1.8,13700.0,2.0,2.0,3,13.0,New Property,sector 65,flat,1310.0,0,0,0,0,0,2,73
dlf the arbour,7.9,20000.0,4.0,4.0,3+,34.0,New Property,sector 63,flat,2900.0,0,0,0,0,0,2,61
ild greens,0.95,9223.0,2.0,2.0,3+,11.0,Relatively New,sector 37c,flat,1030.0,0,0,1,1,0,0,119
rof ananda,0.36,5658.0,2.0,2.0,2,10.0,New Property,sector 95,flat,645.0,1,0,0,0,0,2,75
breez global heights,0.24,5825.0,1.0,1.0,1,8.0,New Property,sector 36,flat,412.0,0,0,0,0,0,2,57
global height,0.45,6338.0,2.0,2.0,2,6.0,Relatively New,sohna road,flat,710.0,0,0,0,0,0,1,49
signature global the millennia,0.65,10906.0,2.0,2.0,3,0.0,New Property,sector 37d,flat,650.0,0,0,0,0,0,2,40
m3m heights,2.01,13500.0,2.0,2.0,3,8.0,New Property,sector 65,flat,1516.0,1,0,0,0,0,2,44
smart world gems,1.0,9033.0,2.0,2.0,2,1.0,Under Construction,sector 89,flat,1107.0,1,0,0,0,0,2,38
aashirwad residency,0.9,11250.0,3.0,2.0,2,4.0,Moderately Old,sector 5,flat,800.0,0,0,0,0,1,2,29
tulip monsella,6.02,20816.0,3.0,3.0,3,29.0,Relatively New,sector 53,flat,2892.006,0,0,0,0,0,2,68
smart world gems,0.9,8145.0,2.0,2.0,2,1.0,New Property,sector 89,flat,1104.972,0,0,0,0,0,2,45
whiteland  the aspen,3.5,11917.0,3.0,4.0,3,8.0,New Property,sector 76,flat,1762.0,0,0,0,0,0,2,0
godrej air,1.3,14541.0,2.0,2.0,3,30.0,Relatively New,sector 85,flat,894.0,0,0,0,0,0,2,111
pyramid urban homes 2,0.5,9698.0,2.0,2.0,2,6.0,Old Property,sector 86,flat,515.5908099999999,0,0,0,0,0,2,15
breez global hill view,0.35,5319.0,2.0,2.0,2,18.0,New Property,sohna road,flat,554.1255719999999,0,0,0,0,0,2,15
hcbs sports ville,0.25,4166.0,1.0,1.0,1,12.0,Relatively New,sohna road,flat,600.096,0,0,0,0,0,2,37
eden landmark,0.5,3847.0,2.0,2.0,0,7.0,Under Construction,sector 1,flat,1299.714,0,0,0,0,0,2,0
pivotal devaan,0.27,7964.0,1.0,1.0,1,13.0,Relatively New,sector 84,flat,339.0,0,0,0,0,0,1,45
cghs vidya enclave,1.7,10967.0,3.0,2.0,3,6.0,Old Property,sector 56,flat,1600.0,0,0,1,0,0,2,101
smart world gems,1.16,10500.0,3.0,2.0,3,1.0,New Property,sector 89,flat,882.4000000000001,1,0,0,0,0,2,49
m3m woodshire,1.01,7394.0,2.0,2.0,3+,11.0,New Property,sector 107,flat,1092.8,0,0,0,0,1,2,74
vasant apartment,1.75,7608.0,5.0,5.0,2,3.0,Old Property,sector-14,flat,2300.0,1,0,1,1,0,1,53
signature global solera 2,0.5,8928.0,2.0,2.0,2,13.0,New Property,sector 107,flat,560.0,0,0,0,0,0,2,8
signature global park 4,0.82,7585.0,3.0,2.0,3,2.0,New Property,sector 36,flat,1081.0,0,0,0,0,0,2,24
orris carnation residency,1.1,6686.0,3.0,4.0,3,6.0,Moderately Old,sector 85,flat,1300.0,0,1,0,0,0,1,65
irwo westend towers,0.65,12059.0,1.0,1.0,2,3.0,Old Property,sector 47,flat,539.0,0,0,0,0,0,2,56
smart world orchard,1.58,13739.0,2.0,2.0,2,3.0,New Property,sector 61,flat,1150.0,1,0,0,0,0,2,15
afnhb jalvayu vihar,0.85,12859.0,2.0,2.0,1,2.0,Old Property,sector 30,flat,661.0,0,0,0,0,1,0,49
"godrej 101, sector 79",1.25,9038.0,2.0,2.0,3,1.0,Relatively New,sector 79,flat,1383.049,0,0,0,0,0,2,0
signature global park 4,0.72,6660.0,3.0,2.0,3,3.0,Under Construction,sector 36,flat,864.8000000000001,0,0,0,0,0,2,0
satya element one,0.87,19333.0,1.0,1.0,1,2.0,Relatively New,sector 49,flat,450.0,0,0,0,0,0,2,22
godrej aria,1.7,7426.0,3.0,4.0,3+,6.0,New Property,sector 79,flat,1121.0,0,1,0,0,0,2,81
tulip ivory,2.35,9791.0,4.0,4.0,3+,10.0,Moderately Old,sector 70,flat,2400.0,0,1,0,0,0,0,65
breez global heights 88a,0.5,8375.0,3.0,2.0,2,2.0,Relatively New,sector 88a,flat,597.0,0,0,0,0,0,2,15
godrej,1.41,9000.0,2.0,2.0,3,3.0,New Property,sector 79,flat,1572.0,1,0,0,0,0,2,104
signature global city 92,0.99,6622.0,3.0,2.0,3,1.0,New Property,sector 92,flat,1495.0,0,0,0,0,1,2,37
tulip violet,3.25,10105.0,4.0,5.0,3+,14.0,Relatively New,sector 69,flat,2572.8,0,0,0,1,1,2,20
birla navya,3.5,25925.0,3.0,3.0,3,1.0,Under Construction,sector 63a,flat,1350.0,0,0,0,0,0,2,38
parsvnath green ville,2.5,12820.0,4.0,5.0,3,1.0,Moderately Old,sector 48,flat,1950.0,0,0,0,0,1,0,49
pyramid pride,0.5,6578.0,2.0,2.0,1,8.0,Under Construction,sector 76,flat,760.0,0,0,0,0,0,2,76
suposhaa smartworld orchard,2.25,14525.0,3.0,3.0,2,3.0,New Property,sector 61,flat,1549.0,0,0,0,0,0,2,0
mittal surya vihar,1.4,5833.0,5.0,4.0,2,2.0,Moderately Old,sector 21,flat,1920.0,0,0,0,0,0,2,0
orris carnation residency,0.9,6428.0,3.0,3.0,2,12.0,Relatively New,sector 85,flat,1485.0,0,0,0,0,0,2,120
trisara our homes 3,0.36,5980.0,2.0,2.0,1,1.0,New Property,sohna road,flat,450.0,0,0,0,0,0,2,45
kendriya vihar,0.65,8609.0,1.0,1.0,1,0.0,Moderately Old,sector 56,flat,755.0,0,0,0,0,0,2,143
godrej aria,1.3,8843.0,2.0,2.0,2,7.0,Relatively New,sector 79,flat,1176.0,1,0,0,0,0,0,116
ansal heights 86,0.67,5100.0,2.0,2.0,1,10.0,Relatively New,sector 86,flat,1088.0,0,0,0,0,0,2,115
breez global heights,0.25,7002.0,1.0,1.0,1,1.0,Relatively New,sohna road,flat,414.0,0,0,0,0,0,2,57
kendriya vihar,0.58,9586.0,1.0,1.0,1,1.0,Old Property,sector 56,flat,605.0,0,0,0,0,0,2,77
om apartment dayanand colony,0.26,4373.0,1.0,1.0,1,3.0,Relatively New,sector 5,flat,583.0,0,0,0,0,0,2,14
pyramid urban homes 2,0.6,8000.0,3.0,2.0,2,2.0,New Property,sector 86,flat,750.0,0,0,0,0,0,2,13
pyramid urban homes 2,0.5,8319.0,2.0,2.0,1,2.0,Relatively New,sector 86,flat,601.0,0,0,0,0,0,2,35
godrej nature plus,1.35,8231.0,3.0,2.0,3+,7.0,New Property,sector 33,flat,1312.0,0,0,0,1,0,2,49
unitech south park,1.13,7000.0,3.0,3.0,2,1.0,Relatively New,sector 70,flat,1288.0,0,0,0,0,0,2,46
raheja atharva,1.6,5319.0,4.0,1.0,0,0.0,New Property,sector 109,flat,3008.084,0,0,0,0,0,2,0
greenopolis,0.65,5195.0,2.0,2.0,2,15.0,New Property,sector 89,flat,1251.0,0,0,0,0,0,2,37
breez global hill view,0.32,5776.0,2.0,2.0,2,19.0,Relatively New,sohna road,flat,554.0,0,0,0,0,0,0,21
satya the hermitage,0.8,5517.0,2.0,2.0,0,10.0,Relatively New,sector 103,flat,1450.063,0,0,0,0,0,2,61
sahara grace,5.5,14612.0,4.0,5.0,3+,5.0,Moderately Old,sector 28,flat,3011.2000000000003,0,1,0,0,1,0,8
imperia the esfera,0.95,5703.0,2.0,2.0,0,17.0,Under Construction,sector 37c,flat,1665.79,0,1,0,0,0,2,66
alpha corp gurgaonone,1.2,9448.0,2.0,2.0,1,6.0,Relatively New,sector 84,flat,1016.0,0,0,0,0,0,2,13
smart world orchard,1.55,13478.0,2.0,2.0,1,3.0,Under Construction,sector 61,flat,920.0,1,0,0,0,0,2,43
the ivy,6.0,15765.0,4.0,5.0,3,2.0,Old Property,sushant lok,flat,3805.899,0,0,0,0,0,2,0
hcbs sports ville,0.3,4011.0,2.0,2.0,2,3.0,Relatively New,sohna road,flat,621.0,0,0,0,0,0,2,0
whiteland blissville,1.92,11500.0,3.0,3.0,2,2.0,New Property,sector 76,flat,940.0,0,0,0,0,0,2,61
mrg skyline,1.82,13392.0,3.0,2.0,2,4.0,Relatively New,sector 106,flat,952.0,0,0,0,0,0,2,0
adani aangan arcade,0.5,7763.0,2.0,2.0,1,4.0,Relatively New,sector 89,flat,644.0,0,0,0,0,0,1,69
adani aangan galleria,0.25,5000.0,1.0,1.0,1,6.0,New Property,sector 89,flat,500.0,0,0,0,0,0,2,74
sare green parc 2,1.07,5246.0,4.0,3.0,3,10.0,Under Construction,sector 92,flat,2039.649,1,1,0,0,0,2,86
shree vardhman flora,0.8,5925.0,2.0,3.0,2,0.0,Relatively New,sector 90,flat,1350.211,0,0,0,0,0,2,60
spectrum centre,0.62,9538.0,1.0,1.0,0,6.0,Relatively New,sector 82a,flat,650.031,0,0,0,0,0,2,0
godrej nature plus,1.25,9025.0,2.0,2.0,3,17.0,New Property,sector 33,flat,1000.0,0,0,0,0,0,2,56
smart world gems,0.88,7978.0,2.0,2.0,0,2.0,New Property,sector 89,flat,1103.033,0,0,0,0,0,2,45
vatika india next,0.8,6426.0,2.0,2.0,3,9.0,Relatively New,sector 82,flat,1245.0,0,0,0,0,0,2,0
godrej nature plus,1.1,7971.0,2.0,2.0,2,14.0,New Property,sector 33,flat,1380.0,0,0,0,0,0,2,56
sare green parc,0.85,6741.0,3.0,2.0,2,14.0,Relatively New,sector 92,flat,1260.941,0,0,0,0,0,2,0
residency grand,5.0,7692.0,5.0,7.0,3+,1.0,Moderately Old,sector 52,flat,5200.0,0,1,0,1,0,2,77
godrej oasis,1.45,8082.0,3.0,3.0,3,12.0,Relatively New,sector 88a,flat,1794.0,0,0,0,0,0,2,49
smart world gems,1.25,8784.0,3.0,3.0,3,2.0,New Property,sector 89,flat,1138.4,0,0,0,1,0,2,12
ss residency,0.48,5333.0,3.0,2.0,2,2.0,Moderately Old,sector 6,flat,100.0,0,0,0,0,0,2,54
ireo the corridors,2.0,11428.0,3.0,3.0,3,12.0,New Property,sector 67a,flat,1400.0,1,0,0,0,0,2,38
imperia elvedor,0.55,8221.0,1.0,1.0,0,5.0,Relatively New,sector 37c,flat,669.018,0,0,0,0,0,2,0
hcbs sports ville,0.32,5517.0,2.0,2.0,1,7.0,New Property,sohna road,flat,580.0,0,0,0,0,0,2,37
ansal heights 86,0.82,6029.0,2.0,2.0,1,12.0,New Property,sector 86,flat,1000.0,0,0,0,0,0,2,49
zara aavaas,0.4,7029.0,2.0,2.0,1,14.0,Relatively New,sector 104,flat,455.20000000000005,0,0,0,0,0,2,38
godrej nature plus,1.15,11558.0,2.0,2.0,2,15.0,New Property,sector 33,flat,92.44,0,0,0,0,0,2,38
antriksh heights,0.95,7000.0,3.0,2.0,3+,10.0,New Property,sector 84,flat,1080.0,1,0,0,0,0,0,89
residency grand,5.0,9615.0,5.0,5.0,3+,2.0,Moderately Old,sector 52,flat,5200.208,0,0,0,0,0,2,0
sare green parc,0.75,4820.0,3.0,2.0,2,16.0,Relatively New,sector 92,flat,1261.0,0,0,0,0,0,2,0
ss the leaf,1.3,7926.0,2.0,2.0,2,17.0,New Property,sector 85,flat,1312.0,0,0,0,0,0,2,90
ss almeria,1.5,7500.0,3.0,3.0,3,2.0,New Property,sector 84,flat,1700.0,0,1,0,0,0,2,108
sare petioles,1.25,6097.0,3.0,3.0,3,18.0,Relatively New,sector 92,flat,2050.0,0,1,0,0,0,2,44
signature global park,0.65,7907.0,2.0,1.0,2,3.0,New Property,sohna road,flat,822.0,0,0,0,0,0,2,87
maxworth city residences,0.9,7083.0,2.0,2.0,3,9.0,New Property,sector 10a,flat,960.0,0,0,0,0,1,2,52
vatika xpressions,0.92,6815.0,2.0,2.0,3,3.0,New Property,sector 88b,flat,1120.0,0,0,0,0,0,2,26
sare petioles,1.3,6373.0,4.0,4.0,0,7.0,Relatively New,sector 92,flat,2039.856,0,0,0,0,0,2,0
dhoot time residency,3.0,18271.0,3.0,3.0,3+,14.0,Relatively New,sector 63,flat,1500.0,0,1,0,0,0,0,0
signature global park,0.68,8252.0,2.0,2.0,2,3.0,New Property,sohna road,flat,824.0,0,0,0,0,0,2,113
samaspurkunj,0.55,5238.0,2.0,2.0,0,5.0,Relatively New,samaspur,flat,1050.0,0,0,0,0,0,2,36
m3m soulitude,1.33,16985.0,3.0,3.0,3,4.0,New Property,sector 89,flat,783.0,1,0,0,0,0,2,125
m3m woodshire,0.8,5856.0,2.0,2.0,3+,14.0,New Property,sector 107,flat,1092.8,0,0,0,0,0,2,67
tulip petals,1.55,10000.0,3.0,2.0,3,6.0,Moderately Old,sector 89,flat,1240.0,0,0,1,0,0,0,111
conscient habitat,0.35,6422.0,2.0,2.0,1,3.0,Relatively New,sector 99a,flat,545.0,0,0,0,0,0,2,62
unitech fresco,1.85,11131.0,3.0,3.0,3+,0.0,Relatively New,sector 50 pocket h,flat,1662.025,0,0,0,0,0,2,49
sare crescent parc,0.49,4909.0,2.0,2.0,2,2.0,Relatively New,sector 92,flat,998.0,0,0,0,0,0,2,96
essel tower,1.85,11859.0,3.0,2.0,3,1.0,Moderately Old,iffco chowk,flat,1248.0,1,1,0,0,0,2,102
ats tourmaline,2.3,8897.0,3.0,4.0,3+,10.0,New Property,sector 109,flat,2068.0,0,1,0,0,1,2,74
ireo the corridors,1.5,11111.0,2.0,2.0,2,10.0,Relatively New,sector 67a,flat,1350.0,0,0,1,0,0,0,38
godrej nature plus,1.25,9025.0,2.0,2.0,3+,15.0,Under Construction,sector 33,flat,1385.0,0,0,0,0,0,2,44
umang winter hills,1.0,7500.0,2.0,2.0,2,3.0,New Property,sector 77,flat,1340.0,0,0,0,0,0,2,74
vatika seven elements,1.6,8163.0,3.0,3.0,3,5.0,New Property,sector 89,flat,1568.0,0,0,0,0,0,2,58
siddhartha apartment,1.1,4327.0,4.0,3.0,3,9.0,Relatively New,sector 95,flat,2542.0,0,1,0,0,1,2,22
dlf garden city floors,1.7,8588.0,3.0,4.0,2,1.0,Relatively New,sector 92,flat,1304.0,0,0,0,0,0,2,63
corona gracieux,1.46,5500.0,4.0,6.0,3+,8.0,New Property,sector 76,flat,2120.0,0,1,0,0,0,2,58
signature global city 63a,1.65,15263.0,2.0,2.0,2,1.0,Relatively New,sector 63a,flat,864.8000000000001,0,0,0,0,0,2,0
godrej oasis,2.65,16747.0,3.0,3.0,3+,10.0,New Property,sector 88a,flat,124.0,0,0,0,0,0,2,110
signature global grand iva,0.3,8290.0,1.0,2.0,2,5.0,New Property,sector 103,flat,361.882318,0,0,0,0,0,2,37
zara aavaas,0.65,8519.0,3.0,2.0,2,7.0,New Property,sector 104,flat,763.0,0,0,0,0,0,2,65
smart world orchard,2.57,15766.0,3.0,3.0,2,3.0,Under Construction,sector 61,flat,1630.0,1,0,0,0,0,2,0
signature global city 92,0.78,7722.0,2.0,2.0,3,2.0,Relatively New,sector 92,flat,700.0,0,0,0,0,1,2,24
ramsons kshitij,0.33,3911.0,2.0,2.0,1,14.0,New Property,sector 95,flat,613.6,0,0,0,0,1,0,79
eldeco accolade,1.2,8043.0,2.0,2.0,2,0.0,New Property,sector 33,flat,849.0,0,0,0,0,0,2,56
om appartments,0.4,4444.0,3.0,2.0,1,3.0,Relatively New,sector 3 phase 2,flat,900.0,0,0,0,0,0,2,7
the pearl apartmen,0.43,5584.0,2.0,2.0,1,2.0,Relatively New,sector 15,flat,770.0,0,0,0,0,0,0,28
bestech park view grand spa,4.5,10714.0,4.0,6.0,3+,17.0,Relatively New,sector 81,flat,3360.0,0,1,0,0,0,0,44
signature global solera,0.38,6333.0,2.0,2.0,2,3.0,Relatively New,sector 107,flat,650.0,0,0,0,0,0,1,23
avl 36 gurgaon,0.75,7500.0,2.0,2.0,2,5.0,Relatively New,sector 36a,flat,727.0,0,0,0,0,0,2,26
tata gurgaon gateway,3.21,11825.0,3.0,3.0,3,9.0,New Property,sector 113,flat,2016.0,0,0,0,0,0,2,49
breez global hill view,0.35,6315.0,2.0,2.0,2,14.0,New Property,sohna road,flat,554.1255719999999,0,0,0,0,0,2,53
umang monsoon breeze,0.75,6053.0,2.0,2.0,1,5.0,Moderately Old,sector 78,flat,1100.0,0,0,0,0,0,2,0
sare green parc phase 3,0.95,4856.0,4.0,3.0,3,4.0,Moderately Old,sector 92,flat,1564.8000000000002,0,0,0,0,0,2,67
lavanya apartments,0.9,5056.0,3.0,3.0,0,7.0,Relatively New,sector 81,flat,1780.063,0,0,0,0,0,2,0
signature global orchard avenue,0.85,14237.0,2.0,2.0,0,10.0,Relatively New,sector 93,flat,597.036,0,0,0,0,0,2,0
whiteland blissville,1.92,11794.0,3.0,3.0,2,3.0,New Property,sector 76,flat,1627.946,0,0,0,0,0,2,61
smart world gems,1.2,8433.0,3.0,3.0,2,2.0,New Property,sector 89,flat,920.0,0,0,0,0,0,2,45
signature global city 37d ph 2,1.1,8148.0,3.0,3.0,1,2.0,Relatively New,sector 37d,flat,1350.0,0,0,0,1,0,2,30
dlf royalton tower,6.5,20687.0,4.0,4.0,3+,9.0,Moderately Old,sector 43,flat,2397.6,0,1,0,0,0,2,7
smart world orchard,1.85,14800.0,2.0,2.0,2,3.0,New Property,sector 61,flat,1250.0,0,0,0,0,0,2,44
suncity vatsal valley,1.38,12212.0,2.0,2.0,2,4.0,Under Construction,sector 2,flat,1130.036,0,0,0,0,0,0,133
unitech heritage city,4.26,13108.0,4.0,4.0,0,9.0,Old Property,sector 14,flat,3249.924,0,0,0,0,0,2,0
shapoorji pallonji joyville gurugram,1.42,10380.0,2.0,2.0,3,14.0,Relatively New,sector 102,flat,1368.015,0,0,0,0,0,2,0
krisumi waterfall residences,2.3,15551.0,2.0,2.0,2,23.0,Relatively New,sector 36a,flat,1479.005,0,0,0,0,0,2,58
birla navya,3.7,15416.0,3.0,3.0,3+,1.0,Under Construction,sector 63a,flat,2400.0,0,0,0,0,0,2,72
zara aavaas,0.22,7302.0,1.0,2.0,2,2.0,New Property,sector 104,flat,301.28156099999995,0,0,0,0,0,2,60
signature global the millennia,0.6,9230.0,2.0,2.0,3,7.0,New Property,sector 37d,flat,650.0,0,0,0,0,0,2,35
kashish manor one,1.65,7097.0,3.0,4.0,3+,14.0,Under Construction,sector 111,flat,1860.0,0,1,0,0,1,2,8
zara aavaas,0.2,6644.0,1.0,2.0,2,3.0,New Property,sector 104,flat,301.0,0,0,0,0,0,2,67
apartment,0.75,4687.0,3.0,4.0,3,2.0,Moderately Old,sector 92,flat,1600.0,1,0,0,0,0,2,113
vipul world floors,4.3,13870.0,4.0,5.0,3+,4.0,New Property,sector 48,flat,3100.0,1,1,0,1,0,2,88
